user_email,family_size,house_type,district,milk_packets,deliveries,oil_type,bottles,segregation,food_waste,compost,garden_waste,old_devices,batteries,disposal_method,family_size_encoded,batteries_encoded,fraud_probability,fraud_flag
user94@gmail.com,2-3,Small house,Thrissur,3,9,Plastic packet,1-3,Always,250g_500g,home_compost,weekly,0,6+,store,1,2,10.68,0
user95@gmail.com,4-5,Large house,Alappuzha,4,5,Plastic bottle,7+,Always,250g_500g,home_compost,monthly,0,1-2,store,2,0,23.64,0
user96@gmail.com,2-3,Apartment,Alappuzha,2,3,Plastic bottle,7+,Always,250g_500g,biomethanation,monthly,0,3-5,sell,1,1,19.37,0
user98@gmail.com,6+,Apartment,Kollam,4,2,Loose / refill,4-7,Always,250g_500g,biomethanation,no,0,1-2,recycle,3,0,58.37,0
user99@gmail.com,4-5,Small house,Pathanamthitta,4,6,Plastic bottle,7+,Never,250g_500g,collector,daily,1,6+,recycle,2,2,16.51,0
user100@gmail.com,6+,Apartment,Wayanad,4,6,Loose / refill,7+,Always,250g_500g,collector,daily,0,3-5,sell,3,1,38.56,0
user101@gmail.com,4-5,Small house,Alappuzha,4,11,Loose / refill,7+,Never,250g_500g,biomethanation,daily,0,6+,store,2,2,20.18,0
user102@gmail.com,4-5,Small house,Kottayam,4,5,Plastic packet,7+,Never,250g_500g,biomethanation,daily,2,1-2,store,2,0,35.37,0
user103@gmail.com,6+,Large house,Ernakulam,5,14,Plastic packet,7+,Sometimes,250g_500g,biomethanation,weekly,0,3-5,recycle,3,1,58.66,0
user104@gmail.com,2-3,Apartment,Wayanad,1,4,Plastic packet,4-7,Sometimes,250g_500g,biomethanation,daily,0,6+,store,1,2,28.61,0
user105@gmail.com,6+,Large house,Pathanamthitta,5,5,Plastic bottle,1-3,Always,250g_500g,collector,no,0,3-5,sell,3,1,60.45,0
user107@gmail.com,4-5,Large house,Alappuzha,3,10,Loose / refill,,Sometimes,250g_500g,collector,daily,0,3-5,recycle,2,1,6.18,0
user109@gmail.com,2-3,Apartment,Kollam,3,7,Plastic packet,4-7,Always,250g_500g,collector,monthly,1,3-5,trash,1,1,8.45,0
user110@gmail.com,1,Apartment,Pathanamthitta,1,18,Plastic bottle,1-3,Sometimes,250g_500g,community,weekly,0,3-5,sell,0,1,50.8,0
user111@gmail.com,1,Small house,Kozhikode,1,5,Loose / refill,,Never,250g_500g,biomethanation,weekly,0,1-2,trash,0,0,50.16,0
user112@gmail.com,4-5,Small house,Alappuzha,4,6,Loose / refill,,Never,250g_500g,community,daily,0,1-2,recycle,2,0,19.46,0
user113@gmail.com,4-5,Large house,Kottayam,3,19,Plastic bottle,7+,Always,250g_500g,community,weekly,0,3-5,sell,2,1,20.78,0
user114@gmail.com,2-3,Large house,Kozhikode,2,12,Loose / refill,1-3,Never,250g_500g,biomethanation,no,0,3-5,trash,1,1,0.0,0
user115@gmail.com,1,Apartment,Palakkad,1,10,Loose / refill,4-7,Sometimes,250g_500g,community,monthly,0,none,sell,0,3,65.79,0
user116@gmail.com,1,Apartment,Kannur,1,13,Loose / refill,1-3,Sometimes,250g_500g,home_compost,no,0,1-2,trash,0,0,48.41,0
user117@gmail.com,4-5,Apartment,Ernakulam,2,12,Plastic packet,7+,Always,250g_500g,biomethanation,daily,1,6+,store,2,2,11.63,0
user118@gmail.com,1,Apartment,Kollam,1,7,Plastic packet,1-3,Never,250g_500g,collector,no,0,3-5,recycle,0,1,45.88,0
user119@gmail.com,4-5,Apartment,Kottayam,3,9,Plastic packet,1-3,Never,250g_500g,collector,no,0,3-5,sell,2,1,2.9,0
user120@gmail.com,4-5,Small house,Kannur,3,12,Plastic bottle,4-7,Never,250g_500g,biomethanation,daily,0,6+,sell,2,2,6.69,0
user121@gmail.com,4-5,Small house,Pathanamthitta,3,10,Plastic packet,,Always,250g_500g,biomethanation,no,0,6+,recycle,2,2,11.23,0
user122@gmail.com,4-5,Apartment,Kozhikode,3,16,Loose / refill,7+,Sometimes,250g_500g,biomethanation,no,1,1-2,store,2,0,17.93,0
user123@gmail.com,2-3,Apartment,Thrissur,1,2,Loose / refill,4-7,Always,250g_500g,biomethanation,weekly,0,3-5,recycle,1,1,31.07,0
user124@gmail.com,6+,Apartment,Kottayam,3,6,Plastic packet,1-3,Always,250g_500g,community,daily,1,1-2,sell,3,0,43.62,0
user125@gmail.com,4-5,Apartment,Kollam,4,7,Plastic bottle,1-3,Always,250g_500g,collector,no,0,1-2,sell,2,0,18.96,0
user126@gmail.com,4-5,Large house,Idukki,3,19,Plastic bottle,7+,Always,250g_500g,collector,daily,0,1-2,sell,2,0,25.56,0
user127@gmail.com,6+,Small house,Thrissur,6,10,Plastic packet,7+,Never,250g_500g,collector,daily,0,3-5,recycle,3,1,66.06,0
user128@gmail.com,2-3,Apartment,Kollam,2,7,Plastic packet,,Always,250g_500g,collector,no,1,1-2,recycle,1,0,12.17,0
user129@gmail.com,4-5,Small house,Wayanad,2,9,Plastic bottle,,Never,250g_500g,biomethanation,monthly,0,6+,recycle,2,2,12.56,0
user130@gmail.com,2-3,Small house,Alappuzha,3,9,Plastic bottle,7+,Sometimes,250g_500g,biomethanation,monthly,1,1-2,sell,1,0,14.9,0
user131@gmail.com,2-3,Apartment,Malappuram,2,4,Plastic bottle,1-3,Always,250g_500g,biomethanation,daily,0,3-5,sell,1,1,13.64,0
user132@gmail.com,2-3,Large house,Thrissur,1,13,Plastic packet,4-7,Never,250g_500g,home_compost,daily,0,none,recycle,1,3,24.5,0
user133@gmail.com,4-5,Large house,Kannur,3,10,Plastic bottle,1-3,Always,250g_500g,biomethanation,no,0,3-5,trash,2,1,6.18,0
user134@gmail.com,4-5,Apartment,Kannur,3,3,Loose / refill,4-7,Always,250g_500g,home_compost,monthly,0,3-5,trash,2,1,16.09,0
user135@gmail.com,2-3,Apartment,Thiruvananthapuram,1,6,Plastic packet,1-3,Sometimes,250g_500g,biomethanation,daily,0,1-2,recycle,1,0,15.54,0
user136@gmail.com,2-3,Apartment,Idukki,3,11,Plastic packet,4-7,Sometimes,250g_500g,collector,weekly,0,none,store,1,3,25.59,0
user137@gmail.com,1,Apartment,Pathanamthitta,1,4,Plastic packet,7+,Sometimes,250g_500g,collector,daily,0,1-2,trash,0,0,53.27,0
user138@gmail.com,4-5,Large house,Kannur,2,2,Plastic packet,4-7,Always,250g_500g,home_compost,no,0,none,sell,2,3,51.08,0
user139@gmail.com,2-3,Apartment,Kozhikode,1,15,Plastic bottle,,Sometimes,250g_500g,community,weekly,0,3-5,sell,1,1,13.62,0
user140@gmail.com,2-3,Large house,Pathanamthitta,1,20,Loose / refill,,Sometimes,250g_500g,biomethanation,daily,0,1-2,recycle,1,0,41.47,0
user141@gmail.com,1,Small house,Wayanad,0,8,Plastic bottle,4-7,Sometimes,250g_500g,community,no,1,1-2,recycle,0,0,65.85,0
user142@gmail.com,1,Small house,Wayanad,1,7,Loose / refill,,Sometimes,250g_500g,biomethanation,daily,0,1-2,trash,0,0,46.89,0
user143@gmail.com,4-5,Small house,Pathanamthitta,3,7,Plastic bottle,7+,Always,250g_500g,worm_compost,no,1,1-2,sell,2,0,12.34,0
user145@gmail.com,2-3,Small house,Malappuram,2,5,Plastic packet,,Never,250g_500g,biomethanation,monthly,0,3-5,sell,1,1,7.68,0
user146@gmail.com,2-3,Large house,Kozhikode,1,16,Plastic packet,7+,Never,250g_500g,biomethanation,no,2,3-5,sell,1,1,20.09,0
user147@gmail.com,2-3,Apartment,Thrissur,2,20,Plastic packet,1-3,Sometimes,250g_500g,biomethanation,daily,0,none,store,1,3,43.92,0
user148@gmail.com,2-3,Small house,Pathanamthitta,1,11,Plastic packet,,Sometimes,250g_500g,biomethanation,monthly,0,none,sell,1,3,24.21,0
user149@gmail.com,4-5,Large house,Pathanamthitta,4,3,Plastic packet,,Sometimes,250g_500g,collector,no,0,none,recycle,2,3,54.08,0
user150@gmail.com,4-5,Small house,Kottayam,4,14,Loose / refill,4-7,Never,250g_500g,collector,weekly,0,1-2,sell,2,0,20.33,0
user151@gmail.com,2-3,Small house,Kozhikode,2,3,Plastic packet,,Always,250g_500g,community,monthly,0,1-2,trash,1,0,26.04,0
user153@gmail.com,4-5,Small house,Thrissur,2,5,Plastic packet,,Always,250g_500g,collector,daily,0,3-5,recycle,2,1,11.76,0
user154@gmail.com,6+,Apartment,Pathanamthitta,4,9,Plastic packet,7+,Sometimes,250g_500g,collector,weekly,0,1-2,store,3,0,40.44,0
user155@gmail.com,4-5,Small house,Kozhikode,2,12,Plastic bottle,4-7,Always,250g_500g,biomethanation,daily,0,3-5,sell,2,1,6.29,0
user156@gmail.com,4-5,Apartment,Wayanad,2,11,Plastic bottle,7+,Never,250g_500g,community,monthly,0,none,store,2,3,27.43,0
user157@gmail.com,2-3,Small house,Pathanamthitta,1,18,Plastic bottle,1-3,Sometimes,250g_500g,collector,no,1,6+,sell,1,2,25.22,0
user158@gmail.com,4-5,Large house,Malappuram,3,6,Loose / refill,1-3,Sometimes,250g_500g,collector,weekly,0,1-2,trash,2,0,4.6,0
user159@gmail.com,2-3,Small house,Malappuram,2,8,Plastic bottle,1-3,Always,250g_500g,biomethanation,daily,0,3-5,trash,1,1,4.14,0
user161@gmail.com,2-3,Apartment,Kollam,3,8,Plastic packet,7+,Always,250g_500g,community,monthly,1,6+,sell,1,2,10.44,0
user162@gmail.com,4-5,Large house,Kottayam,4,7,Plastic bottle,1-3,Sometimes,500g_1kg,biomethanation,daily,0,1-2,recycle,2,0,18.96,0
user163@gmail.com,2-3,Apartment,Kottayam,3,3,Plastic bottle,,Never,250g_500g,community,daily,0,1-2,store,1,0,29.02,0
user164@gmail.com,6+,Small house,Thiruvananthapuram,3,17,Plastic packet,,Sometimes,250g_500g,biomethanation,daily,0,1-2,trash,3,0,43.93,0
user165@gmail.com,2-3,Small house,Kozhikode,3,7,Plastic packet,,Never,250g_500g,biomethanation,monthly,0,6+,store,1,2,11.77,0
user166@gmail.com,2-3,Small house,Malappuram,2,13,Plastic bottle,4-7,Sometimes,250g_500g,biomethanation,daily,0,6+,store,1,2,7.3,0
user167@gmail.com,2-3,Apartment,Wayanad,3,2,Plastic packet,4-7,Always,250g_500g,biomethanation,weekly,1,6+,sell,1,2,30.27,0
user168@gmail.com,2-3,Small house,Alappuzha,2,19,Plastic bottle,4-7,Sometimes,250g_500g,biomethanation,daily,1,3-5,recycle,1,1,17.79,0
user169@gmail.com,6+,Small house,Wayanad,5,10,Loose / refill,1-3,Never,250g_500g,collector,daily,1,3-5,recycle,3,1,62.33,0
user170@gmail.com,1,Small house,Thiruvananthapuram,1,19,Plastic packet,4-7,Always,250g_500g,biomethanation,daily,0,1-2,sell,0,0,59.21,0
user171@gmail.com,2-3,Small house,Palakkad,2,12,Plastic packet,4-7,Always,250g_500g,biomethanation,no,0,1-2,sell,1,0,9.3,0
user173@gmail.com,4-5,Small house,Alappuzha,3,11,Plastic bottle,7+,Sometimes,250g_500g,biomethanation,monthly,2,none,recycle,2,3,16.87,0
user174@gmail.com,6+,Small house,Pathanamthitta,5,15,Plastic packet,4-7,Always,250g_500g,biomethanation,daily,0,1-2,sell,3,0,64.82,0
user175@gmail.com,4-5,Small house,Malappuram,3,9,Plastic packet,7+,Always,250g_500g,collector,no,1,1-2,sell,2,0,11.79,0
user176@gmail.com,4-5,Apartment,Kasaragod,4,3,Loose / refill,1-3,Always,250g_500g,collector,monthly,0,1-2,recycle,2,0,36.5,0
user177@gmail.com,2-3,Small house,Kannur,3,2,Plastic packet,,Always,250g_500g,community,weekly,0,1-2,recycle,1,0,33.73,0
user178@gmail.com,6+,Apartment,Palakkad,3,15,Loose / refill,,Sometimes,250g_500g,biomethanation,weekly,1,1-2,recycle,3,0,45.68,0
user179@gmail.com,4-5,Apartment,Kozhikode,3,2,Plastic packet,,Sometimes,250g_500g,collector,monthly,0,6+,trash,2,2,30.25,0
user180@gmail.com,2-3,Apartment,Malappuram,3,13,Plastic bottle,7+,Never,250g_500g,biomethanation,daily,0,3-5,trash,1,1,3.7,0
user181@gmail.com,4-5,Apartment,Kottayam,3,7,Plastic bottle,4-7,Sometimes,250g_500g,community,weekly,0,none,sell,2,3,22.64,0
user182@gmail.com,2-3,Apartment,Kollam,3,8,Plastic bottle,,Sometimes,250g_500g,biomethanation,weekly,0,1-2,recycle,1,0,15.2,0
user183@gmail.com,4-5,Apartment,Wayanad,3,4,Loose / refill,1-3,Always,250g_500g,home_compost,monthly,1,1-2,trash,2,0,21.03,0
user184@gmail.com,2-3,Small house,Idukki,1,9,Plastic packet,1-3,Always,250g_500g,biomethanation,no,0,1-2,recycle,1,0,14.99,0
user185@gmail.com,4-5,Small house,Thiruvananthapuram,3,12,Loose / refill,1-3,Never,250g_500g,collector,weekly,0,3-5,trash,2,1,1.8,0
user186@gmail.com,2-3,Large house,Idukki,2,6,Plastic packet,7+,Sometimes,250g_500g,biomethanation,daily,0,1-2,trash,1,0,9.9,0
user187@gmail.com,4-5,Apartment,Wayanad,4,15,Loose / refill,4-7,Sometimes,250g_500g,collector,weekly,0,1-2,store,2,0,25.14,0
user188@gmail.com,6+,Small house,Kannur,4,9,Loose / refill,,Never,250g_500g,biomethanation,no,0,3-5,sell,3,1,38.12,0
user189@gmail.com,6+,Apartment,Idukki,4,8,Plastic packet,4-7,Sometimes,500g_1kg,collector,daily,0,none,trash,3,3,55.25,0
user190@gmail.com,4-5,Small house,Kasaragod,4,18,Plastic packet,1-3,Never,250g_500g,biomethanation,weekly,0,1-2,sell,2,0,33.35,0
user191@gmail.com,4-5,Apartment,Idukki,3,12,Plastic packet,7+,Never,250g_500g,community,no,1,1-2,sell,2,0,11.03,0
user192@gmail.com,2-3,Apartment,Kannur,2,15,Loose / refill,1-3,Sometimes,250g_500g,biomethanation,weekly,0,3-5,sell,1,1,6.27,0
user193@gmail.com,4-5,Small house,Palakkad,2,19,Plastic packet,4-7,Always,250g_500g,collector,monthly,0,1-2,store,2,0,32.22,0
user194@gmail.com,4-5,Apartment,Pathanamthitta,2,9,Plastic bottle,4-7,Sometimes,250g_500g,community,no,0,1-2,sell,2,0,12.8,0
user195@gmail.com,4-5,Small house,Thiruvananthapuram,2,12,Plastic packet,7+,Sometimes,250g_500g,collector,daily,0,1-2,trash,2,0,11.98,0
user196@gmail.com,4-5,Apartment,Ernakulam,2,9,Plastic bottle,1-3,Always,250g_500g,community,weekly,0,6+,trash,2,2,12.56,0
