user_email,family_size,house_type,district,milk_packets,deliveries,oil_type,bottles,segregation,food_waste,compost,garden_waste,old_devices,batteries,disposal_method
user40@gmail.com,2-3,Apartment,Idukki,1,16,Plastic bottle,7+,Always,250g_500g,biomethanation,no,0,1-2,recycle
user41@gmail.com,2-3,Large house,Kozhikode,2,19,Loose / refill,4-7,Sometimes,250g_500g,collector,daily,0,1-2,recycle
user42@gmail.com,4-5,Large house,Malappuram,4,10,Plastic bottle,4-7,Always,250g_500g,biomethanation,daily,0,1-2,store
user43@gmail.com,1,Apartment,Thrissur,1,20,Plastic packet,,Sometimes,250g_500g,collector,daily,0,3-5,sell
user44@gmail.com,2-3,Small house,Thrissur,3,13,Plastic bottle,1-3,Always,250g_500g,biomethanation,daily,0,1-2,trash
user45@gmail.com,2-3,Apartment,Thiruvananthapuram,3,15,Plastic packet,,Never,250g_500g,biomethanation,no,0,3-5,trash
user46@gmail.com,2-3,Apartment,Malappuram,1,3,Loose / refill,,Sometimes,250g_500g,biomethanation,no,0,3-5,recycle
user47@gmail.com,2-3,Large house,Idukki,3,17,Plastic packet,4-7,Always,250g_500g,worm_compost,weekly,0,3-5,store
user48@gmail.com,2-3,Apartment,Kozhikode,2,10,Loose / refill,,Never,250g_500g,biomethanation,weekly,0,6+,store
user49@gmail.com,2-3,Small house,Pathanamthitta,1,3,Plastic packet,4-7,Sometimes,250g_500g,biomethanation,daily,0,1-2,trash
user50@gmail.com,6+,Large house,Kasaragod,6,16,Plastic bottle,1-3,Always,250g_500g,biomethanation,daily,0,6+,store
user51@gmail.com,4-5,Apartment,Palakkad,3,2,Loose / refill,1-3,Sometimes,250g_500g,community,daily,1,6+,recycle
user52@gmail.com,4-5,Apartment,Malappuram,2,18,Plastic packet,7+,Sometimes,250g_500g,community,monthly,0,3-5,sell
user53@gmail.com,4-5,Apartment,Thiruvananthapuram,2,16,Loose / refill,,Always,250g_500g,collector,monthly,0,3-5,recycle
user54@gmail.com,1,Apartment,Malappuram,0,18,Plastic packet,7+,Never,250g_500g,home_compost,monthly,0,3-5,trash
user55@gmail.com,2-3,Large house,Thrissur,3,2,Loose / refill,4-7,Never,250g_500g,collector,daily,0,3-5,trash
user56@gmail.com,4-5,Apartment,Kollam,4,12,Plastic packet,4-7,Always,250g_500g,biomethanation,no,0,1-2,trash
user57@gmail.com,6+,Small house,Palakkad,5,6,Plastic packet,7+,Never,250g_500g,mixed,monthly,0,6+,trash
user58@gmail.com,2-3,Apartment,Thrissur,3,10,Plastic packet,1-3,Always,250g_500g,home_compost,daily,0,3-5,sell
user59@gmail.com,4-5,Small house,Ernakulam,2,8,Loose / refill,,Sometimes,250g_500g,collector,weekly,0,none,recycle
user60@gmail.com,6+,Small house,Alappuzha,4,18,Loose / refill,1-3,Sometimes,250g_500g,home_compost,daily,0,6+,store
user61@gmail.com,4-5,Large house,Kannur,3,6,Loose / refill,7+,Never,250g_500g,community,daily,0,1-2,recycle
user62@gmail.com,2-3,Small house,Thrissur,2,13,Loose / refill,4-7,Never,250g_500g,community,no,0,3-5,sell
user63@gmail.com,6+,Small house,Wayanad,4,6,Loose / refill,,Always,250g_500g,collector,daily,1,6+,recycle
user64@gmail.com,2-3,Apartment,Kottayam,1,15,Plastic packet,4-7,Sometimes,250g_500g,biomethanation,weekly,0,1-2,recycle
user65@gmail.com,2-3,Large house,Ernakulam,3,11,Plastic bottle,,Never,250g_500g,biomethanation,daily,0,none,trash
user66@gmail.com,1,Apartment,Thrissur,0,16,Plastic packet,7+,Always,250g_500g,home_compost,monthly,1,6+,recycle
user67@gmail.com,6+,Apartment,Pathanamthitta,3,20,Plastic packet,1-3,Always,250g_500g,community,no,0,1-2,sell
user68@gmail.com,2-3,Apartment,Palakkad,1,11,Plastic bottle,4-7,Always,250g_500g,biomethanation,monthly,0,1-2,store
user69@gmail.com,6+,Apartment,Thiruvananthapuram,5,13,Plastic packet,1-3,Always,250g_500g,community,no,1,1-2,recycle
user70@gmail.com,6+,Apartment,Kozhikode,5,5,Plastic bottle,1-3,Always,250g_500g,biomethanation,daily,0,none,sell
user71@gmail.com,2-3,Small house,Palakkad,1,7,Plastic bottle,4-7,Sometimes,250g_500g,collector,monthly,1,1-2,trash
user72@gmail.com,4-5,Small house,Kannur,3,16,Plastic bottle,4-7,Always,250g_500g,biomethanation,daily,0,1-2,trash
user73@gmail.com,4-5,Apartment,Palakkad,3,18,Plastic packet,7+,Sometimes,250g_500g,mixed,monthly,0,1-2,store
user74@gmail.com,4-5,Apartment,Kollam,2,2,Plastic packet,4-7,Never,250g_500g,biomethanation,weekly,0,1-2,sell
user75@gmail.com,1,Small house,Palakkad,1,20,Plastic packet,1-3,Never,250g_500g,biomethanation,daily,1,6+,store
user76@gmail.com,2-3,Apartment,Alappuzha,3,12,Loose / refill,1-3,Sometimes,250g_500g,home_compost,no,0,3-5,recycle
user77@gmail.com,4-5,Small house,Kottayam,2,5,Loose / refill,7+,Sometimes,250g_500g,biomethanation,monthly,0,6+,sell
user78@gmail.com,6+,Apartment,Wayanad,4,3,Plastic packet,7+,Sometimes,250g_500g,collector,daily,0,3-5,recycle
user79@gmail.com,2-3,Small house,Alappuzha,1,11,Plastic bottle,7+,Always,250g_500g,biomethanation,monthly,1,1-2,recycle
user80@gmail.com,4-5,Apartment,Kollam,3,13,Plastic bottle,4-7,Never,250g_500g,mixed,daily,0,1-2,trash
user81@gmail.com,4-5,Large house,Ernakulam,4,7,Plastic packet,4-7,Never,250g_500g,biomethanation,monthly,0,1-2,trash
user82@gmail.com,2-3,Apartment,Pathanamthitta,2,14,Plastic bottle,,Always,250g_500g,biomethanation,weekly,0,none,trash
user83@gmail.com,1,Small house,Idukki,1,10,Plastic bottle,,Sometimes,250g_500g,biomethanation,no,0,3-5,store
user84@gmail.com,1,Large house,Thiruvananthapuram,0,9,Plastic packet,4-7,Sometimes,250g_500g,biomethanation,no,0,none,sell
user85@gmail.com,2-3,Apartment,Wayanad,2,16,Plastic bottle,7+,Sometimes,250g_500g,collector,no,0,1-2,sell
user86@gmail.com,2-3,Apartment,Idukki,2,12,Plastic packet,,Never,250g_500g,biomethanation,no,0,3-5,trash
user87@gmail.com,2-3,Apartment,Kottayam,1,7,Plastic packet,4-7,Sometimes,250g_500g,biomethanation,weekly,0,1-2,trash
user88@gmail.com,2-3,Apartment,Kottayam,2,14,Plastic bottle,7+,Sometimes,250g_500g,biomethanation,no,1,1-2,recycle
user89@gmail.com,2-3,Large house,Kasaragod,1,11,Plastic packet,1-3,Always,250g_500g,collector,no,0,3-5,trash
user90@gmail.com,1,Apartment,Kannur,1,4,Plastic bottle,7+,Never,250g_500g,biomethanation,no,0,1-2,sell
user91@gmail.com,2-3,Apartment,Kasaragod,2,19,Plastic bottle,,Sometimes,250g_500g,biomethanation,no,0,6+,recycle
user92@gmail.com,4-5,Apartment,Thrissur,2,4,Plastic packet,4-7,Sometimes,250g_500g,biomethanation,weekly,0,3-5,trash
user93@gmail.com,4-5,Small house,Malappuram,2,14,Loose / refill,7+,Always,250g_500g,home_compost,monthly,0,6+,store
user94@gmail.com,2-3,Small house,Thrissur,3,9,Plastic packet,1-3,Always,250g_500g,home_compost,weekly,0,6+,store
user95@gmail.com,4-5,Large house,Alappuzha,4,5,Plastic bottle,7+,Always,250g_500g,home_compost,monthly,0,1-2,store
user96@gmail.com,2-3,Apartment,Alappuzha,2,3,Plastic bottle,7+,Always,250g_500g,biomethanation,monthly,0,3-5,sell
user97@gmail.com,6+,Small house,Wayanad,6,6,Loose / refill,,Never,250g_500g,biomethanation,weekly,0,6+,trash
user98@gmail.com,6+,Apartment,Kollam,4,2,Loose / refill,4-7,Always,250g_500g,community,weekly,0,1-2,recycle
user99@gmail.com,4-5,Small house,Pathanamthitta,4,6,Plastic bottle,7+,Never,250g_500g,collector,no,1,6+,recycle
user100@gmail.com,6+,Apartment,Wayanad,4,6,Loose / refill,7+,Always,250g_500g,collector,daily,1,1-2,store
user101@gmail.com,4-5,Small house,Alappuzha,4,11,Loose / refill,7+,Never,250g_500g,biomethanation,daily,0,6+,store
user102@gmail.com,4-5,Small house,Kottayam,4,5,Plastic packet,7+,Never,250g_500g,biomethanation,daily,2,1-2,store
user103@gmail.com,6+,Large house,Ernakulam,5,14,Plastic packet,7+,Sometimes,250g_500g,biomethanation,weekly,0,3-5,recycle
user104@gmail.com,2-3,Apartment,Wayanad,1,4,Plastic packet,4-7,Sometimes,250g_500g,biomethanation,daily,0,none,store
user105@gmail.com,6+,Large house,Pathanamthitta,5,5,Plastic bottle,1-3,Always,250g_500g,collector,no,0,3-5,sell
user106@gmail.com,6+,Large house,Kottayam,5,2,Loose / refill,1-3,Never,250g_500g,collector,monthly,0,1-2,recycle
user107@gmail.com,4-5,Large house,Alappuzha,3,10,Loose / refill,,Sometimes,250g_500g,collector,daily,0,3-5,recycle
user108@gmail.com,6+,Small house,Kollam,6,2,Plastic bottle,1-3,Sometimes,250g_500g,biomethanation,weekly,1,1-2,trash
user109@gmail.com,2-3,Apartment,Kollam,3,7,Plastic packet,4-7,Always,250g_500g,collector,monthly,1,3-5,trash
user110@gmail.com,1,Apartment,Pathanamthitta,1,18,Plastic bottle,1-3,Sometimes,250g_500g,community,weekly,0,3-5,sell
user111@gmail.com,1,Small house,Kozhikode,1,5,Loose / refill,,Never,250g_500g,biomethanation,weekly,0,1-2,trash
user112@gmail.com,4-5,Small house,Alappuzha,4,6,Loose / refill,,Never,250g_500g,home_compost,monthly,0,1-2,recycle
user113@gmail.com,4-5,Large house,Kottayam,3,19,Plastic bottle,7+,Always,250g_500g,community,weekly,0,3-5,sell
user114@gmail.com,2-3,Large house,Kozhikode,2,12,Loose / refill,1-3,Never,250g_500g,biomethanation,no,0,3-5,trash
user115@gmail.com,1,Apartment,Palakkad,1,10,Loose / refill,4-7,Sometimes,250g_500g,community,monthly,0,none,sell
user116@gmail.com,1,Apartment,Kannur,1,13,Loose / refill,1-3,Sometimes,250g_500g,home_compost,no,0,1-2,trash
user117@gmail.com,4-5,Apartment,Ernakulam,2,12,Plastic packet,7+,Always,250g_500g,biomethanation,daily,1,6+,store
user118@gmail.com,1,Apartment,Kollam,1,7,Plastic packet,1-3,Never,250g_500g,collector,no,0,3-5,recycle
user119@gmail.com,4-5,Apartment,Kottayam,3,9,Plastic packet,1-3,Never,250g_500g,collector,no,0,3-5,sell
user120@gmail.com,4-5,Small house,Kannur,3,12,Plastic bottle,4-7,Never,250g_500g,biomethanation,daily,0,6+,sell
user121@gmail.com,4-5,Small house,Pathanamthitta,3,10,Plastic packet,,Always,250g_500g,biomethanation,no,1,3-5,recycle
user122@gmail.com,4-5,Apartment,Kozhikode,3,16,Loose / refill,7+,Sometimes,250g_500g,biomethanation,no,1,1-2,store
user123@gmail.com,2-3,Apartment,Thrissur,1,2,Loose / refill,4-7,Always,250g_500g,biomethanation,weekly,0,3-5,recycle
user124@gmail.com,6+,Apartment,Kottayam,3,6,Plastic packet,1-3,Always,250g_500g,community,daily,1,1-2,sell
user125@gmail.com,4-5,Apartment,Kollam,4,7,Plastic bottle,1-3,Always,250g_500g,collector,no,0,1-2,sell
user126@gmail.com,4-5,Large house,Idukki,3,19,Plastic bottle,7+,Always,250g_500g,collector,daily,0,1-2,sell
user127@gmail.com,6+,Small house,Thrissur,6,10,Plastic packet,7+,Never,250g_500g,collector,daily,0,3-5,recycle
user128@gmail.com,2-3,Apartment,Kollam,2,7,Plastic packet,,Always,250g_500g,collector,no,1,1-2,recycle
user129@gmail.com,4-5,Small house,Wayanad,2,9,Plastic bottle,,Never,250g_500g,biomethanation,monthly,0,6+,recycle
user130@gmail.com,2-3,Small house,Alappuzha,3,9,Plastic bottle,7+,Sometimes,250g_500g,biomethanation,monthly,1,3-5,recycle
user131@gmail.com,2-3,Apartment,Malappuram,2,4,Plastic bottle,1-3,Always,250g_500g,biomethanation,daily,0,3-5,sell
user132@gmail.com,2-3,Large house,Thrissur,1,13,Plastic packet,4-7,Never,250g_500g,home_compost,daily,0,none,recycle
user133@gmail.com,4-5,Large house,Kannur,3,10,Plastic bottle,1-3,Always,250g_500g,biomethanation,no,0,6+,recycle
user134@gmail.com,4-5,Apartment,Kannur,3,3,Loose / refill,4-7,Always,250g_500g,home_compost,monthly,0,3-5,trash
user135@gmail.com,2-3,Apartment,Thiruvananthapuram,1,6,Plastic packet,1-3,Sometimes,250g_500g,biomethanation,daily,0,1-2,recycle
user136@gmail.com,2-3,Apartment,Idukki,3,11,Plastic packet,4-7,Sometimes,250g_500g,collector,weekly,0,none,store
user137@gmail.com,1,Apartment,Pathanamthitta,1,4,Plastic packet,7+,Sometimes,250g_500g,home_compost,monthly,0,1-2,trash
user138@gmail.com,4-5,Large house,Kannur,2,2,Plastic packet,4-7,Always,250g_500g,home_compost,no,0,none,sell
user139@gmail.com,2-3,Apartment,Kozhikode,1,15,Plastic bottle,,Sometimes,250g_500g,community,weekly,0,3-5,sell
user140@gmail.com,2-3,Large house,Pathanamthitta,1,20,Loose / refill,,Sometimes,250g_500g,biomethanation,daily,0,1-2,recycle
user141@gmail.com,1,Small house,Wayanad,0,8,Plastic bottle,4-7,Sometimes,250g_500g,community,no,1,1-2,recycle
user142@gmail.com,1,Small house,Wayanad,1,7,Loose / refill,,Sometimes,250g_500g,biomethanation,daily,1,1-2,store
user143@gmail.com,4-5,Small house,Pathanamthitta,3,7,Plastic bottle,7+,Always,250g_500g,worm_compost,no,1,1-2,store
user144@gmail.com,6+,Small house,Kozhikode,5,16,Plastic bottle,1-3,Sometimes,250g_500g,collector,no,0,none,recycle
user145@gmail.com,2-3,Small house,Malappuram,2,5,Plastic packet,,Never,250g_500g,biomethanation,monthly,0,3-5,sell
user146@gmail.com,2-3,Large house,Kozhikode,1,16,Plastic packet,7+,Never,250g_500g,biomethanation,no,2,3-5,sell
user147@gmail.com,2-3,Apartment,Thrissur,2,20,Plastic packet,1-3,Sometimes,250g_500g,biomethanation,daily,0,none,store
user148@gmail.com,2-3,Small house,Pathanamthitta,1,11,Plastic packet,,Sometimes,250g_500g,biomethanation,monthly,0,none,sell
user149@gmail.com,4-5,Large house,Pathanamthitta,4,3,Plastic packet,,Sometimes,250g_500g,mixed,daily,0,none,recycle
user150@gmail.com,4-5,Small house,Kottayam,4,14,Loose / refill,4-7,Never,250g_500g,collector,weekly,0,1-2,sell
user151@gmail.com,2-3,Small house,Kozhikode,2,3,Plastic packet,,Always,250g_500g,community,monthly,0,1-2,trash
user152@gmail.com,1,Small house,Thiruvananthapuram,1,2,Plastic bottle,,Never,250g_500g,home_compost,monthly,0,none,sell
user153@gmail.com,4-5,Small house,Thrissur,2,5,Plastic packet,,Always,250g_500g,collector,daily,0,3-5,recycle
user154@gmail.com,6+,Apartment,Pathanamthitta,4,9,Plastic packet,7+,Sometimes,250g_500g,collector,weekly,0,1-2,store
user155@gmail.com,4-5,Small house,Kozhikode,2,12,Plastic bottle,4-7,Always,250g_500g,biomethanation,daily,0,3-5,sell
user156@gmail.com,4-5,Apartment,Wayanad,2,11,Plastic bottle,7+,Never,500g_1kg,biomethanation,no,0,none,store
user157@gmail.com,2-3,Small house,Pathanamthitta,1,18,Plastic bottle,1-3,Sometimes,250g_500g,collector,no,1,6+,sell
user158@gmail.com,4-5,Large house,Malappuram,3,6,Loose / refill,1-3,Sometimes,250g_500g,community,monthly,0,1-2,trash
user159@gmail.com,2-3,Small house,Malappuram,2,8,Plastic bottle,1-3,Always,250g_500g,biomethanation,daily,0,3-5,trash
user160@gmail.com,6+,Apartment,Palakkad,5,18,Loose / refill,1-3,Sometimes,250g_500g,collector,daily,0,none,store
user161@gmail.com,2-3,Apartment,Kollam,3,8,Plastic packet,7+,Always,250g_500g,mixed,no,1,none,sell
user162@gmail.com,4-5,Large house,Kottayam,4,7,Plastic bottle,1-3,Sometimes,500g_1kg,biomethanation,daily,1,6+,sell
user163@gmail.com,2-3,Apartment,Kottayam,3,3,Plastic bottle,,Never,250g_500g,community,daily,0,1-2,store
user164@gmail.com,6+,Small house,Thiruvananthapuram,3,17,Plastic packet,,Sometimes,250g_500g,biomethanation,daily,0,1-2,trash
user165@gmail.com,2-3,Small house,Kozhikode,3,7,Plastic packet,,Never,250g_500g,biomethanation,monthly,0,6+,store
user166@gmail.com,2-3,Small house,Malappuram,2,13,Plastic bottle,4-7,Sometimes,250g_500g,biomethanation,daily,3,none,sell
user167@gmail.com,2-3,Apartment,Wayanad,3,2,Plastic packet,4-7,Always,250g_500g,biomethanation,weekly,1,6+,sell
user168@gmail.com,2-3,Small house,Alappuzha,2,19,Plastic bottle,4-7,Sometimes,250g_500g,biomethanation,daily,1,3-5,recycle
user169@gmail.com,6+,Small house,Wayanad,5,10,Loose / refill,1-3,Never,250g_500g,collector,daily,1,3-5,recycle
user170@gmail.com,1,Small house,Thiruvananthapuram,1,19,Plastic packet,4-7,Always,250g_500g,biomethanation,daily,1,6+,sell
user171@gmail.com,2-3,Small house,Palakkad,2,12,Plastic packet,4-7,Always,250g_500g,biomethanation,no,0,1-2,sell
user172@gmail.com,1,Apartment,Wayanad,0,19,Loose / refill,,Never,250g_500g,mixed,weekly,0,none,sell
user173@gmail.com,4-5,Small house,Alappuzha,3,11,Plastic bottle,7+,Sometimes,250g_500g,biomethanation,monthly,2,none,recycle
user174@gmail.com,6+,Small house,Pathanamthitta,5,15,Plastic packet,4-7,Always,250g_500g,biomethanation,daily,0,1-2,sell
user175@gmail.com,4-5,Small house,Malappuram,3,9,Plastic packet,7+,Always,250g_500g,collector,no,1,1-2,sell
user176@gmail.com,4-5,Apartment,Kasaragod,4,3,Loose / refill,1-3,Always,250g_500g,community,monthly,0,1-2,recycle
user177@gmail.com,2-3,Small house,Kannur,3,2,Plastic packet,,Always,250g_500g,community,weekly,0,1-2,recycle
user178@gmail.com,6+,Apartment,Palakkad,3,15,Loose / refill,,Sometimes,250g_500g,biomethanation,weekly,1,1-2,recycle
user179@gmail.com,4-5,Apartment,Kozhikode,3,2,Plastic packet,,Sometimes,250g_500g,collector,monthly,0,6+,trash
user180@gmail.com,2-3,Apartment,Malappuram,3,13,Plastic bottle,7+,Never,250g_500g,biomethanation,daily,0,6+,sell
user181@gmail.com,4-5,Apartment,Kottayam,3,7,Plastic bottle,4-7,Sometimes,250g_500g,community,weekly,0,none,sell
user182@gmail.com,2-3,Apartment,Kollam,3,8,Plastic bottle,,Sometimes,250g_500g,biomethanation,weekly,0,1-2,recycle
user183@gmail.com,4-5,Apartment,Wayanad,3,4,Loose / refill,1-3,Always,250g_500g,home_compost,monthly,1,1-2,trash
user184@gmail.com,2-3,Small house,Idukki,1,9,Plastic packet,1-3,Always,250g_500g,biomethanation,no,0,1-2,recycle
user185@gmail.com,4-5,Small house,Thiruvananthapuram,3,12,Loose / refill,1-3,Never,250g_500g,home_compost,no,0,3-5,trash
user186@gmail.com,2-3,Large house,Idukki,2,6,Plastic packet,7+,Sometimes,250g_500g,home_compost,no,0,1-2,trash
user187@gmail.com,4-5,Apartment,Wayanad,4,15,Loose / refill,4-7,Sometimes,250g_500g,community,no,0,1-2,store
user188@gmail.com,6+,Small house,Kannur,4,9,Loose / refill,,Never,250g_500g,biomethanation,no,0,3-5,sell
user189@gmail.com,6+,Apartment,Idukki,4,8,Plastic packet,4-7,Sometimes,500g_1kg,collector,daily,0,none,trash
user190@gmail.com,4-5,Small house,Kasaragod,4,18,Plastic packet,1-3,Never,250g_500g,biomethanation,weekly,0,1-2,sell
user191@gmail.com,4-5,Apartment,Idukki,3,12,Plastic packet,7+,Never,250g_500g,community,no,1,1-2,trash
user192@gmail.com,2-3,Apartment,Kannur,2,15,Loose / refill,1-3,Sometimes,250g_500g,biomethanation,weekly,1,3-5,sell
user193@gmail.com,4-5,Small house,Palakkad,2,19,Plastic packet,4-7,Always,250g_500g,collector,monthly,0,1-2,store
user194@gmail.com,4-5,Apartment,Pathanamthitta,2,9,Plastic bottle,4-7,Sometimes,250g_500g,mixed,monthly,0,1-2,sell
user195@gmail.com,4-5,Small house,Thiruvananthapuram,2,12,Plastic packet,7+,Sometimes,250g_500g,collector,daily,0,1-2,trash
user196@gmail.com,4-5,Apartment,Ernakulam,2,9,Plastic bottle,1-3,Always,250g_500g,worm_compost,monthly,0,6+,trash
user197@gmail.com,2-3,Large house,Kozhikode,1,5,Plastic bottle,7+,Sometimes,250g_500g,biomethanation,weekly,0,1-2,sell
user198@gmail.com,4-5,Apartment,Ernakulam,3,3,Plastic bottle,4-7,Never,500g_1kg,mixed,monthly,0,3-5,trash
user199@gmail.com,2-3,Small house,Malappuram,1,19,Plastic bottle,7+,Never,250g_500g,community,weekly,1,1-2,sell
user200@gmail.com,1,Small house,Palakkad,1,14,Plastic packet,7+,Always,250g_500g,collector,no,0,none,recycle
user201@gmail.com,6+,Apartment,Kottayam,5,18,Loose / refill,1-3,Never,250g_500g,collector,weekly,0,3-5,store
user202@gmail.com,2-3,Small house,Kasaragod,1,19,Plastic bottle,1-3,Never,250g_500g,mixed,daily,0,6+,recycle
user203@gmail.com,6+,Large house,Pathanamthitta,3,3,Loose / refill,,Always,250g_500g,biomethanation,monthly,0,3-5,sell
user204@gmail.com,1,Large house,Palakkad,1,14,Plastic bottle,1-3,Always,250g_500g,collector,no,0,1-2,sell
user205@gmail.com,2-3,Large house,Kozhikode,1,12,Plastic bottle,4-7,Sometimes,250g_500g,collector,daily,0,1-2,trash
user206@gmail.com,4-5,Small house,Thiruvananthapuram,3,10,Loose / refill,4-7,Sometimes,250g_500g,biomethanation,weekly,1,none,store
user207@gmail.com,2-3,Large house,Malappuram,2,16,Loose / refill,7+,Never,250g_500g,community,weekly,1,1-2,recycle
user208@gmail.com,2-3,Small house,Ernakulam,2,7,Loose / refill,7+,Never,250g_500g,community,monthly,0,6+,recycle
user209@gmail.com,2-3,Large house,Kannur,1,20,Loose / refill,7+,Always,250g_500g,biomethanation,daily,0,1-2,sell
user210@gmail.com,2-3,Large house,Thiruvananthapuram,3,5,Loose / refill,,Always,250g_500g,biomethanation,daily,0,3-5,sell
user211@gmail.com,6+,Apartment,Thrissur,5,10,Loose / refill,4-7,Sometimes,250g_500g,collector,no,0,3-5,sell
user212@gmail.com,6+,Large house,Thrissur,6,14,Plastic bottle,,Never,250g_500g,community,daily,0,3-5,trash
user213@gmail.com,4-5,Large house,Thiruvananthapuram,2,15,Loose / refill,,Always,250g_500g,biomethanation,weekly,0,1-2,sell
